fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
8.2;0.24;0.30;2.30;0.050;23;106;0.9940;2.98;0.50;10.00;5
7.0;0.16;0.26;6.85;0.047;30;220;0.9962;3.38;0.58;10.10;6
7.3;0.82;0.09;11.40;0.044;45;204;0.9971;3.15;0.46;9.00;5
6.3;0.41;0.16;0.90;0.032;25;98;0.9927;3.16;0.42;9.50;5
6.1;0.36;0.41;19.35;0.070;67;207;1.0012;3.39;0.53;9.10;5
8.1;0.40;0.32;7.90;0.031;23;118;0.9918;3.05;0.46;13.30;7
6.8;0.26;0.43;11.75;0.045;53;198;0.9969;3.26;0.55;9.50;5
6.2;0.44;0.18;7.70;0.096;28;210;0.9977;3.56;0.72;9.20;5
7.2;0.24;0.29;3.00;0.036;17;117;0.9941;3.36;0.68;10.10;6
6.2;0.44;0.18;7.70;0.096;28;210;0.9977;3.56;0.72;9.20;5
7.2;0.24;0.29;3.00;0.036;17;117;0.9941;3.36;0.68;10.10;6
7.3;0.22;0.26;1.50;0.040;32;172;0.9919;3.27;0.48;11.20;6
8.1;0.34;0.28;7.50;0.040;70;230;0.9956;3.14;0.55;9.80;6
7.3;0.22;0.26;1.50;0.040;32;172;0.9919;3.27;0.48;11.20;6
8.1;0.34;0.28;7.50;0.040;70;230;0.9956;3.14;0.55;9.80;6
6.4;0.28;0.17;8.30;0.042;61;195;0.9958;3.22;0.46;9.40;5
6.3;0.29;0.14;7.05;0.045;50;177;0.9956;3.23;0.42;9.00;5
6.4;0.27;0.17;8.40;0.044;60;198;0.9958;3.21;0.47;9.40;5
7.4;0.35;0.20;13.90;0.054;63;229;0.9989;3.11;0.50;8.90;6
8.3;0.28;0.27;17.50;0.045;48;253;1.0001;3.02;0.56;9.10;6
6.4;0.35;0.35;5.60;0.034;9;148;0.9944;3.17;0.50;9.80;4
6.9;0.43;0.28;9.40;0.056;29;183;0.9959;3.17;0.43;9.40;5
8.0;0.26;0.28;4.80;0.050;34;150;0.9944;3.13;0.50;10.00;6
6.9;0.43;0.28;9.40;0.056;29;183;0.9959;3.17;0.43;9.40;5
7.3;0.27;0.37;9.70;0.042;36;130;0.9979;3.48;0.75;9.90;6
6.8;0.46;0.26;6.30;0.147;49;159;0.9943;3.14;0.47;10.00;5
7.2;0.20;0.28;1.60;0.028;13;168;0.9920;3.17;1.06;11.50;6
7.6;0.29;0.32;14.60;0.063;32;201;0.9980;3.00;0.45;9.20;5
6.6;0.32;0.33;2.50;0.052;40;219.5;0.9932;3.15;0.60;10.00;5
7.6;0.29;0.32;14.60;0.063;32;201;0.9980;3.00;0.45;9.20;5
6.6;0.34;0.34;2.60;0.051;40.5;210;0.9931;3.15;0.61;10.00;5
6.6;0.32;0.33;2.50;0.052;40;210;0.9932;3.15;0.60;10.00;5
6.5;0.27;0.26;8.20;0.042;21;133;0.9961;3.43;0.64;9.80;6
6.6;0.26;0.27;1.50;0.040;19;114;0.9930;3.36;0.62;10.50;6
6.7;0.27;0.26;2.30;0.043;61;181;0.9939;3.45;0.63;10.60;6
6.6;0.56;0.15;10.00;0.037;38;157;0.9964;3.28;0.52;9.40;5
6.6;0.56;0.15;10.00;0.037;38;157;0.9964;3.28;0.52;9.40;5
7.3;0.19;0.27;1.60;0.027;35;136;0.9925;3.38;0.54;11.00;7
6.3;0.20;0.26;1.60;0.027;36;141;0.9927;3.53;0.56;10.80;6
7.1;0.29;0.30;16.00;0.036;58;201;0.9995;3.30;0.67;9.00;5
7.8;0.32;0.33;10.40;0.031;47;194;0.9969;3.07;0.58;9.60;6
8.1;0.33;0.36;7.40;0.037;36;156;0.9959;3.19;0.54;10.60;6
8.1;0.33;0.36;7.40;0.037;36;156;0.9959;3.19;0.54;10.60;6
7.8;0.32;0.33;10.40;0.031;47;194;0.9969;3.07;0.58;9.60;6
6.6;0.33;0.24;16.05;0.045;31;147;0.9982;3.08;0.52;9.20;5
6.6;0.33;0.24;16.05;0.045;31;147;0.9982;3.08;0.52;9.20;5
8.2;0.26;0.33;2.60;0.053;11;71;0.9940;2.89;0.49;9.50;5
8.3;0.25;0.33;2.50;0.053;12;72;0.9940;2.89;0.48;9.50;5
7.0;0.26;0.26;10.80;0.039;37;184;0.9979;3.47;0.58;10.30;7
6.0;0.26;0.15;1.20;0.053;35;124;0.9935;3.08;0.46;8.80;5
7.5;0.28;0.78;12.10;0.041;53;161;0.9984;2.98;0.44;8.70;5
7.5;0.27;0.79;11.95;0.040;51;159;0.9984;2.98;0.44;8.70;5
7.0;0.28;0.32;1.70;0.038;27;128;0.9938;3.20;0.62;10.20;6
5.2;0.16;0.34;0.80;0.029;26;77;0.9916;3.25;0.51;10.10;6
6.8;0.34;0.10;1.40;0.049;29;118;0.9936;3.21;0.41;9.50;5
7.6;0.25;0.34;1.30;0.056;34;176;0.9943;3.10;0.51;9.50;5
5.6;0.35;0.40;6.30;0.022;23;174;0.9922;3.54;0.50;11.60;7
8.8;0.24;0.23;10.30;0.032;12;97;0.9957;3.13;0.40;10.70;6
6.0;0.29;0.21;15.55;0.043;20;142;0.9966;3.11;0.54;10.10;6
6.1;0.27;0.31;1.50;0.035;17;83;0.9908;3.32;0.44;11.10;7
7.4;0.56;0.09;1.50;0.071;19;117;0.9950;3.22;0.53;9.80;5
6.8;0.29;0.49;1.40;0.142;52;148;0.9937;3.08;0.49;9.00;6
6.1;0.27;0.31;1.50;0.035;17;83;0.9908;3.32;0.44;11.10;7
6.3;0.27;0.37;7.90;0.047;58;215;0.9954;3.19;0.48;9.50;6
6.6;0.24;0.30;13.00;0.052;18;143;0.9983;3.37;0.49;9.40;6
6.8;0.32;0.30;1.00;0.049;22;113;0.9929;3.24;0.61;10.20;5
6.4;0.37;0.37;4.85;0.041;39.5;216.5;0.9943;3.10;0.50;9.80;6
6.2;0.26;0.37;7.10;0.047;54;201;0.9952;3.19;0.48;9.50;6
6.3;0.27;0.37;7.90;0.047;58;215;0.9954;3.19;0.48;9.50;6
6.4;0.30;0.16;7.50;0.050;55;191;0.9959;3.17;0.49;9.00;5
8.0;0.28;0.32;7.60;0.045;61;204;0.9954;3.10;0.55;10.10;6
6.7;0.24;0.32;10.30;0.079;37;122;0.9966;3.02;0.45;8.80;5
7.9;0.27;0.27;1.70;0.034;25;122;0.9909;2.97;0.51;11.90;6
7.9;0.27;0.27;1.70;0.034;25;122;0.9909;2.97;0.51;11.90;6
6.1;0.28;0.24;19.95;0.074;32;174;0.9992;3.19;0.44;9.30;6
7.7;0.39;0.49;7.70;0.036;11;110;0.9966;3.33;0.76;10.00;6
6.0;0.20;0.24;5.30;0.075;49;201;0.9947;3.21;0.43;9.50;5
6.1;0.28;0.24;19.95;0.074;32;174;0.9992;3.19;0.44;9.30;6
7.6;0.31;0.23;12.70;0.054;20;139;0.9984;3.16;0.50;9.70;4
7.6;0.31;0.23;12.70;0.054;20;139;0.9984;3.16;0.50;9.70;4
6.3;0.18;0.22;1.50;0.043;45;155;0.9924;3.19;0.48;10.20;5
8.6;0.23;0.25;11.30;0.031;13;96;0.9965;3.11;0.40;10.80;5
6.8;0.21;0.36;18.10;0.046;32;133;1.0000;3.27;0.48;8.80;5
6.8;0.21;0.36;18.10;0.046;32;133;1.0000;3.27;0.48;8.80;5
6.9;0.26;0.31;7.00;0.039;37;175;0.9938;3.32;0.49;11.40;6
6.8;0.21;0.36;18.10;0.046;32;133;1.0000;3.27;0.48;8.80;5
6.4;0.31;0.40;6.40;0.039;39;191;0.9951;3.14;0.52;9.80;5
8.6;0.34;0.36;1.40;0.045;11;119;0.9956;3.17;0.47;9.40;4
8.6;0.34;0.36;1.40;0.045;11;119;0.9956;3.17;0.47;9.40;4
8.5;0.30;0.28;3.10;0.054;54;174;0.9954;3.21;0.43;9.40;6
7.4;0.40;0.41;14.10;0.053;37;194;0.9989;3.20;0.63;9.40;6
6.6;0.32;0.34;7.70;0.044;63;212;0.9953;3.22;0.48;9.70;6
7.1;0.34;0.31;5.20;0.032;36;140;0.9917;3.35;0.47;12.30;7
6.6;0.26;0.25;11.60;0.045;45;178;0.9969;3.33;0.43;9.80;6
8.0;0.27;0.57;10.40;0.053;18;134;0.9973;3.12;0.68;9.00;5
6.2;0.28;0.45;7.50;0.045;46;203;0.9957;3.26;0.46;9.20;6
6.2;0.30;0.49;11.20;0.058;68;215;0.9966;3.19;0.60;9.40;6
5.6;0.18;0.29;0.80;0.043;20;67;0.9911;3.28;0.48;9.90;6
6.9;0.34;0.36;1.40;0.032;13;145;0.9921;3.07;0.52;9.80;5
6.9;0.34;0.30;4.70;0.029;34;148;0.9917;3.36;0.49;12.30;7
7.1;0.12;0.30;3.10;0.018;15;37;0.9900;3.02;0.52;11.90;7
7.1;0.32;0.29;4.00;0.038;33;170;0.9946;3.27;0.64;10.20;6
7.3;0.51;0.29;11.30;0.034;61;224;0.9968;3.14;0.56;9.50;6
7.1;0.12;0.30;3.10;0.018;15;37;0.9900;3.02;0.52;11.90;7
6.3;0.24;0.55;8.10;0.040;67;216;0.9960;3.24;0.50;9.20;5
7.5;0.41;0.23;14.80;0.054;28;174;0.9990;3.18;0.49;9.70;5
6.5;0.18;0.33;1.40;0.029;35;138;0.9911;3.36;0.60;11.50;7
7.3;0.17;0.24;8.10;0.121;32;162;0.9951;3.17;0.38;10.40;8
8.2;0.20;0.38;3.50;0.053;41;174;0.9931;3.22;0.41;11.60;5
7.5;0.41;0.23;14.80;0.054;28;174;0.9990;3.18;0.49;9.70;5
7.3;0.17;0.24;8.10;0.121;32;162;0.9951;3.17;0.38;10.40;8
6.5;0.18;0.33;1.40;0.029;35;138;0.9911;3.36;0.60;11.50;7
7.3;0.16;0.35;1.50;0.036;29;108;0.9934;3.27;0.51;10.20;6
6.4;0.16;0.37;1.50;0.037;27;109;0.9935;3.38;0.50;9.80;6
6.6;0.42;0.13;12.80;0.044;26;158;0.9977;3.24;0.47;9.00;5
5.8;0.30;0.12;1.60;0.036;57;163;0.9924;3.38;0.59;10.50;6
6.7;0.54;0.27;7.10;0.049;8;178;0.9950;3.16;0.38;9.40;4
6.7;0.54;0.27;7.10;0.049;8;178;0.9950;3.16;0.38;9.40;4
6.4;0.22;0.30;11.20;0.046;53;149;0.9948;3.21;0.34;10.80;5
6.8;0.23;0.30;1.70;0.043;19;95;0.9921;3.17;0.46;10.70;7
9.0;0.26;0.34;6.70;0.029;21;162;0.9950;3.08;0.50;10.60;6
6.5;0.23;0.25;17.30;0.046;15;110;0.9983;3.15;0.42;9.20;6
5.9;0.28;0.14;8.60;0.032;30;142;0.9954;3.28;0.44;9.50;6
5.9;0.28;0.14;8.60;0.032;30;142;0.9954;3.28;0.44;9.50;6
6.2;0.27;0.18;1.50;0.028;20;111;0.9923;3.41;0.50;10.00;5
9.0;0.29;0.34;12.10;0.030;34;177;0.9971;3.13;0.47;10.60;5
9.0;0.26;0.34;6.70;0.029;21;162;0.9950;3.08;0.50;10.60;6
8.9;0.27;0.34;10.70;0.029;19.5;166;0.9967;3.13;0.48;10.60;5
6.5;0.23;0.25;17.30;0.046;15;110;0.9983;3.15;0.42;9.20;6
6.9;0.32;0.30;1.80;0.036;28;117;0.9927;3.24;0.48;11.00;6
7.2;0.22;0.24;1.40;0.041;17;159;0.9920;3.25;0.53;11.20;6
6.7;0.50;0.38;7.50;0.046;26;175;0.9966;3.32;0.54;9.60;5
6.2;0.33;0.14;4.80;0.052;27;128;0.9948;3.21;0.48;9.40;5
6.3;0.26;0.42;7.10;0.045;62;209;0.9954;3.20;0.53;9.50;6
7.5;0.20;0.47;16.90;0.052;51;188;0.9994;3.09;0.62;9.30;5
6.2;0.33;0.14;4.80;0.052;27;128;0.9948;3.21;0.48;9.40;5
6.3;0.26;0.42;7.10;0.045;62;209;0.9954;3.20;0.53;9.50;6
6.6;0.36;0.52;11.30;0.046;8;110;0.9966;3.07;0.46;9.40;5
6.3;0.13;0.42;1.10;0.043;63;146;0.9907;3.13;0.72;11.20;7
6.4;0.15;0.44;1.20;0.043;67;150;0.9907;3.14;0.73;11.20;7
6.3;0.13;0.42;1.10;0.043;63;146;0.9907;3.13;0.72;11.20;7
7.6;0.23;0.64;12.90;0.033;54;170;0.9980;3.00;0.53;8.80;5
6.4;0.15;0.44;1.20;0.043;67;150;0.9907;3.14;0.73;11.20;7
6.3;0.13;0.42;1.10;0.043;63;146;0.9907;3.13;0.72;11.20;7
5.7;0.26;0.65;1.20;0.079;17;137;0.9931;3.20;0.42;9.40;5
6.9;0.32;0.26;2.30;0.030;11;103;0.9911;3.06;0.42;11.10;6
6.9;0.28;0.22;10.00;0.052;36;131;0.9970;3.08;0.46;9.60;5
6.9;0.32;0.26;2.30;0.030;11;103;0.9911;3.06;0.42;11.10;6
5.7;0.26;0.65;1.20;0.079;17;137;0.9931;3.20;0.42;9.40;5
6.6;0.41;0.16;1.40;0.037;28;160;0.9917;2.95;0.45;10.60;6
7.3;0.37;0.16;14.90;0.048;59;240;0.9990;3.13;0.45;8.90;5
6.9;0.21;0.24;1.80;0.021;17;80;0.9899;3.15;0.46;12.30;7
6.6;0.24;0.28;1.80;0.028;39;132;0.9918;3.34;0.46;11.40;5
6.8;0.28;0.36;7.00;0.043;60;207;0.9956;3.16;0.49;9.60;6
6.6;0.24;0.24;8.60;0.034;25;135;0.9958;3.33;0.59;10.30;6
6.6;0.24;0.28;1.80;0.028;39;132;0.9918;3.34;0.46;11.40;5
7.0;0.16;0.32;1.10;0.032;29;80;0.9897;3.23;0.36;12.10;6
7.0;0.14;0.28;1.30;0.026;10;56;0.9935;3.46;0.45;9.90;5
6.3;0.34;0.36;4.90;0.035;31;185;0.9946;3.15;0.49;9.70;5
6.8;0.26;0.24;1.90;0.043;70;154;0.9927;3.18;0.52;10.50;5
6.7;0.17;0.42;10.40;0.038;85;182;0.9963;3.04;0.44;8.90;6
6.5;0.27;0.40;10.00;0.039;74;227;0.9958;3.18;0.50;9.40;5
6.7;0.25;0.36;8.60;0.037;63;206;0.9955;3.18;0.50;9.60;5
5.8;0.30;0.27;1.70;0.014;45;104;0.9891;3.40;0.56;12.60;7
6.4;0.28;0.56;1.70;0.156;49;106;0.9935;3.10;0.37;9.20;6
7.7;0.30;0.26;18.95;0.053;36;174;0.9998;3.20;0.50;10.40;5
6.8;0.18;0.30;12.80;0.062;19;171;0.9981;3.00;0.52;9.00;7
6.8;0.18;0.30;12.80;0.062;19;171;0.9981;3.00;0.52;9.00;7
6.8;0.18;0.30;12.80;0.062;19;171;0.9981;3.00;0.52;9.00;7
6.8;0.18;0.30;12.80;0.062;19;171;0.9981;3.00;0.52;9.00;7
6.8;0.18;0.30;12.80;0.062;19;171;0.9981;3.00;0.52;9.00;7
6.8;0.18;0.30;12.80;0.062;19;171;0.9981;3.00;0.52;9.00;7
5.1;0.14;0.25;0.70;0.039;15;89;0.9919;3.22;0.43;9.20;6
6.8;0.18;0.30;12.80;0.062;19;171;0.9981;3.00;0.52;9.00;7
7.2;0.62;0.10;1.40;0.068;25;154;0.9950;3.20;0.48;9.70;4
6.9;0.13;0.28;13.30;0.050;47;132;0.9966;3.34;0.42;10.10;6
6.7;0.34;0.30;8.50;0.059;24;152;0.9962;3.46;0.64;11.00;7
7.3;0.32;0.29;1.50;0.038;32;144;0.9930;3.20;0.55;10.80;5
6.3;0.21;0.29;11.70;0.048;49;147;0.9948;3.22;0.38;10.80;5
5.4;0.50;0.13;5.00;0.028;12;107;0.9908;3.48;0.88;13.50;7
8.2;0.52;0.34;1.20;0.042;18;167;0.9937;3.24;0.39;10.60;5
7.8;0.28;0.31;2.10;0.046;28;208;0.9943;3.23;0.64;9.80;5
6.4;0.22;0.34;1.40;0.023;56;115;0.9896;3.18;0.70;11.70;6
7.8;0.28;0.31;2.10;0.046;28;208;0.9943;3.23;0.64;9.80;5
6.9;0.32;0.27;16.00;0.034;58;185;0.9994;3.34;0.60;9.00;6
6.8;0.11;0.42;1.10;0.042;51;132;0.9906;3.18;0.74;11.30;7
6.2;0.26;0.32;15.30;0.031;64;185;0.9984;3.31;0.61;9.40;5
6.4;0.22;0.34;1.40;0.023;56;115;0.9896;3.18;0.70;11.70;6
6.7;0.30;0.29;2.80;0.025;37;107;0.9916;3.31;0.63;11.30;7
6.7;0.30;0.29;2.80;0.025;37;107;0.9916;3.31;0.63;11.30;7
7.1;0.20;0.30;0.90;0.019;4;28;0.9893;3.20;0.36;12.00;6
7.2;0.20;0.36;2.50;0.028;22;157;0.9938;3.48;0.49;10.60;6
8.9;0.26;0.33;8.10;0.024;47;202;0.9956;3.13;0.46;10.80;6
7.5;0.25;0.32;8.20;0.024;53;209;0.9956;3.12;0.46;10.80;6
7.1;0.20;0.30;0.90;0.019;4;28;0.9893;3.20;0.36;12.00;6
6.3;0.27;0.46;11.10;0.053;44;177;0.9969;3.18;0.67;9.40;5
6.5;0.30;0.39;7.80;0.038;61;219;0.9959;3.19;0.50;9.40;5
6.7;0.30;0.29;2.80;0.025;37;107;0.9916;3.31;0.63;11.30;7
6.6;0.36;0.52;10.10;0.050;29;140;0.9963;3.07;0.40;9.40;5
6.2;0.21;0.37;3.20;0.021;20;80;0.9908;3.39;0.47;12.00;5
6.5;0.18;0.41;14.20;0.039;47;129;0.9968;3.28;0.72;10.30;7
6.5;0.18;0.41;14.20;0.039;47;129;0.9968;3.28;0.72;10.30;7
6.5;0.18;0.41;14.20;0.039;47;129;0.9968;3.28;0.72;10.30;7
6.6;0.26;0.21;2.90;0.026;48;126;0.9909;3.22;0.38;11.30;7
6.6;0.35;0.35;6.00;0.063;31;150;0.9954;3.10;0.47;9.40;6
6.5;0.28;0.28;20.40;0.041;40;144;1.0002;3.14;0.38;8.70;5
6.6;0.36;0.52;10.10;0.050;29;140;0.9963;3.07;0.40;9.40;5
6.6;0.26;0.21;2.90;0.026;48;126;0.9909;3.22;0.38;11.30;7
6.5;0.18;0.41;14.20;0.039;47;129;0.9968;3.28;0.72;10.30;7
6.2;0.21;0.37;3.20;0.021;20;80;0.9908;3.39;0.47;12.00;5
4.5;0.19;0.21;0.95;0.033;89;159;0.9933;3.34;0.42;8.00;5
8.0;0.24;0.26;1.70;0.033;36;136;0.9932;3.44;0.51;10.40;7
7.8;0.17;0.23;1.70;0.029;39;128;0.9927;3.37;0.41;10.70;7
7.0;0.24;0.24;9.00;0.030;42;219;0.9964;3.47;0.46;10.20;6
5.8;0.60;0.00;1.30;0.044;72;197;0.9920;3.56;0.43;10.90;5
5.9;0.45;0.26;1.40;0.027;23;109;0.9915;3.30;0.36;10.50;6
6.7;0.28;0.28;2.40;0.012;36;100;0.9906;3.26;0.39;11.70;7
6.8;0.44;0.20;16.00;0.065;61;186;0.9988;3.13;0.45;8.60;5
7.2;0.24;0.27;11.40;0.034;40;174;0.9977;3.20;0.44;9.00;5
8.7;0.31;0.73;14.35;0.044;27;191;1.0001;2.96;0.88;8.70;5
8.2;0.32;0.26;2.10;0.062;26;87;0.9897;3.10;0.47;12.80;6
7.2;0.24;0.27;11.40;0.034;40;174;0.9977;3.20;0.44;9.00;5
8.7;0.31;0.73;14.35;0.044;27;191;1.0001;2.96;0.88;8.70;5
7.5;0.13;0.38;1.10;0.023;42;104;0.9911;3.28;0.53;11.80;6
9.2;0.14;0.37;1.10;0.034;36;84;0.9914;3.05;0.55;11.60;6
7.4;0.20;0.37;1.20;0.028;28;89;0.9913;3.14;0.61;11.80;6
6.1;0.15;0.35;15.80;0.042;55;158;0.9964;3.24;0.37;10.60;5
7.6;0.23;0.40;5.20;0.066;14;91;0.9949;3.17;0.80;9.70;5
8.1;0.33;0.22;5.20;0.047;24;151;0.9953;3.22;0.47;10.30;5
7.2;0.17;0.24;9.60;0.119;56;178;0.9958;3.15;0.44;10.20;6
6.7;0.12;0.30;5.20;0.048;38;113;0.9935;3.33;0.44;10.10;7
5.7;0.18;0.36;1.20;0.046;9;71;0.9920;3.70;0.68;10.90;7
5.8;0.15;0.28;0.80;0.037;43;127;0.9920;3.24;0.51;9.30;5
6.6;0.23;0.29;14.45;0.057;29;144;0.9976;3.33;0.54;10.20;6
7.2;0.17;0.24;9.60;0.119;56;178;0.9958;3.15;0.44;10.20;6
7.0;0.34;0.39;6.90;0.066;43;162;0.9956;3.11;0.53;9.50;5
6.4;0.68;0.26;3.40;0.069;25;146;0.9935;3.18;0.40;9.30;5
7.3;0.22;0.31;2.30;0.018;45;80;0.9894;3.06;0.34;12.90;7
6.4;0.28;0.27;11.00;0.042;45;148;0.9979;3.14;0.46;8.70;5
6.9;0.40;0.22;5.95;0.081;76;303;0.9971;3.40;0.57;9.40;5
6.8;0.19;0.23;5.10;0.034;71;204;0.9942;3.23;0.69;10.10;5
7.1;0.23;0.24;5.40;0.039;60;196;0.9948;3.19;0.78;10.00;4
6.5;0.14;0.42;1.20;0.050;51;129;0.9912;3.27;0.69;11.10;7
6.5;0.15;0.44;12.60;0.052;65;158;0.9969;3.26;0.70;10.30;7
7.1;0.15;0.34;1.00;0.033;27;73;0.9897;3.24;0.41;12.20;6
6.7;0.33;0.34;6.60;0.067;35;156;0.9954;3.11;0.48;9.30;6
7.2;0.30;0.26;1.50;0.041;46;178;0.9915;3.19;0.56;11.30;6
7.0;0.23;0.33;1.00;0.043;46;110;0.9912;3.04;0.65;10.80;6
8.0;0.13;0.25;1.10;0.033;15;86;0.9904;2.98;0.39;11.20;8
6.2;0.21;0.34;6.60;0.030;36;91;0.9914;3.32;0.45;12.50;7
8.3;0.40;0.41;8.20;0.050;15;122;0.9979;3.39;0.49;9.30;5
5.9;0.34;0.31;2.00;0.030;38;142;0.9889;3.40;0.41;12.90;7
6.6;0.12;0.25;1.40;0.039;21;131;0.9911;3.20;0.45;11.20;7
9.6;0.66;0.21;2.00;0.039;21;120;0.9919;3.00;1.00;12.60;6
6.8;0.26;0.40;7.50;0.046;45;179;0.9958;3.20;0.49;9.30;5
5.9;0.34;0.31;2.00;0.030;38;142;0.9889;3.40;0.41;12.90;7
5.9;0.30;0.30;2.00;0.030;38;142;0.9889;3.41;0.41;12.90;7
7.0;0.15;0.30;13.30;0.049;46;120;0.9970;3.20;0.36;9.50;7
7.9;0.37;0.31;2.85;0.037;5;24;0.9911;3.19;0.36;11.90;6
7.2;0.35;0.25;5.60;0.032;23;120;0.9933;2.93;0.66;10.30;7
7.2;0.32;0.24;5.60;0.033;23;120;0.9933;2.92;0.66;10.30;7
7.6;0.10;0.33;1.00;0.031;33;93;0.9909;3.06;0.68;11.20;6
6.2;0.25;0.31;3.20;0.030;32;150;0.9901;3.18;0.31;12.00;6
7.1;0.31;0.17;1.00;0.042;21;144;0.9930;3.13;0.40;9.60;5
7.6;0.18;0.28;7.10;0.041;29;110;0.9965;3.20;0.42;9.20;6
8.0;0.17;0.29;2.40;0.029;52;119;0.9894;3.03;0.33;12.90;6
7.2;0.19;0.27;11.20;0.061;46;149;0.9977;2.99;0.59;9.30;6
7.6;0.32;0.25;9.50;0.030;15;136;0.9937;3.10;0.44;12.10;6
7.1;0.31;0.17;1.00;0.042;21;144;0.9930;3.13;0.40;9.60;5
6.6;0.21;0.29;1.80;0.026;35;128;0.9918;3.37;0.48;11.20;6
7.0;0.16;0.36;2.60;0.029;28;98;0.9913;3.11;0.37;11.20;7
8.0;0.17;0.29;2.40;0.029;52;119;0.9894;3.03;0.33;12.90;6
6.6;0.24;0.38;8.00;0.042;56;187;0.9958;3.21;0.46;9.20;5
7.2;0.19;0.27;11.20;0.061;46;149;0.9977;2.99;0.59;9.30;6
7.6;0.18;0.28;7.10;0.041;29;110;0.9965;3.20;0.42;9.20;6
6.9;0.30;0.25;3.30;0.041;26;124;0.9943;3.18;0.50;9.30;6
6.2;0.28;0.27;10.30;0.030;26;108;0.9939;3.20;0.36;10.70;6
6.9;0.31;0.32;1.20;0.024;20;166;0.9921;3.05;0.54;9.80;6
6.7;0.23;0.25;1.60;0.036;28;143;0.9926;3.30;0.54;10.30;6
6.2;0.28;0.27;10.30;0.030;26;108;0.9939;3.20;0.36;10.70;6
5.7;0.23;0.28;9.65;0.025;26;121;0.9925;3.28;0.38;11.30;6
6.5;0.22;0.50;16.40;0.048;36;182;0.9990;3.02;0.49;8.80;6
7.0;0.18;0.37;1.50;0.043;16;104;0.9922;3.18;0.50;10.80;5
6.9;0.31;0.32;1.20;0.024;20;166;0.9921;3.05;0.54;9.80;6
6.9;0.30;0.25;3.30;0.041;26;124;0.9943;3.18;0.50;9.30;6
6.5;0.46;0.31;5.00;0.027;15;72;0.9917;3.26;0.60;11.50;7
6.5;0.23;0.36;16.30;0.038;43;133;0.9992;3.26;0.41;8.80;5
6.5;0.23;0.36;16.30;0.038;43;133;0.9992;3.26;0.41;8.80;5
6.5;0.23;0.36;16.30;0.038;43;133;0.9992;3.26;0.41;8.80;5
6.6;0.26;0.38;6.50;0.170;68;201;0.9956;3.19;0.38;9.40;6
6.7;0.26;0.39;6.40;0.171;64;200;0.9956;3.19;0.38;9.40;6
7.5;0.28;0.39;10.20;0.045;59;209;0.9972;3.16;0.63;9.60;6
6.5;0.23;0.36;16.30;0.038;43;133;0.9992;3.26;0.41;8.80;5
6.8;0.23;0.42;7.40;0.044;56;189;0.9958;3.22;0.48;9.30;6
7.8;0.25;0.34;13.70;0.044;66;184;0.9998;3.22;0.75;8.90;5
7.8;0.25;0.34;13.70;0.044;66;184;0.9998;3.22;0.75;8.90;5
5.6;0.20;0.22;1.30;0.049;25;155;0.9930;3.74;0.43;10.00;5
6.4;0.21;0.44;7.40;0.045;47;182;0.9957;3.24;0.46;9.10;5
6.8;0.23;0.42;7.40;0.044;56;189;0.9958;3.22;0.48;9.30;6
6.8;0.24;0.37;7.45;0.043;59;188;0.9958;3.20;0.50;9.40;6
7.8;0.25;0.28;7.20;0.040;46;179;0.9954;3.14;0.60;10.10;6
7.8;0.25;0.34;13.70;0.044;66;184;0.9998;3.22;0.75;8.90;5
6.8;0.16;0.29;10.40;0.046;59;143;0.9952;3.20;0.40;10.80;6
5.2;0.28;0.29;1.10;0.028;18;69;0.9917;3.24;0.54;10.00;6
7.5;0.18;0.31;6.50;0.029;53;160;0.9928;3.03;0.38;10.90;6
7.5;0.26;0.30;4.60;0.027;29;92;0.9909;3.15;0.38;12.00;7
8.2;0.37;0.64;13.90;0.043;22;171;0.9987;2.99;0.80;9.30;5
7.6;0.40;0.27;5.20;0.030;32;101;0.9917;3.22;0.62;12.30;7
7.5;0.26;0.25;1.70;0.038;29;129;0.9931;3.45;0.56;10.40;6
7.5;0.18;0.31;6.50;0.029;53;160;0.9928;3.03;0.38;10.90;6
6.9;0.23;0.32;16.40;0.045;62;153;0.9972;3.22;0.42;10.50;5
5.3;0.20;0.31;3.60;0.036;22;91;0.9928;3.41;0.50;9.80;6
6.5;0.17;0.31;1.50;0.041;34;121;0.9909;3.06;0.46;10.50;6
6.5;0.35;0.28;12.40;0.051;86;213;0.9962;3.16;0.51;9.90;6
6.5;0.29;0.31;1.70;0.035;24;79;0.9905;3.27;0.69;11.40;7
6.8;0.30;0.22;6.20;0.060;41;190;0.9986;3.18;0.51;9.20;5
7.9;0.51;0.36;6.20;0.051;30;173;0.9984;3.09;0.53;9.70;5
7.9;0.51;0.34;2.60;0.049;13;135;0.9934;3.09;0.51;10.00;5
6.5;0.29;0.31;1.70;0.035;24;79;0.9905;3.27;0.69;11.40;7
7.1;0.29;0.28;9.30;0.048;50;141;0.9949;3.13;0.49;10.30;6
6.5;0.35;0.28;12.40;0.051;86;213;0.9962;3.16;0.51;9.90;6
6.5;0.17;0.31;1.50;0.041;34;121;0.9909;3.06;0.46;10.50;6
7.4;0.20;0.28;9.10;0.047;29;95;0.9953;3.16;0.47;9.80;7
